Count,Outs,Pitcher,Batter,Type,PitchResult,Vel,Spin,ExitVel,LaunchAng,pCallStrk%
2-0,0,T. Kniskern (PEPP),I. Brethowr (UCSB),Fastball,Double on a Line Drive,86.8,2104.6,109.8,10.2,96.80%
0-0,0,T. Kniskern (PEPP),A. Parker (UCSB),Fastball,Fly Out,87.1,2085.9,86.3,56.7,98.10%
3-1,1,T. Kniskern (PEPP),C. Kirtley (UCSB),Fastball,Sac Fly,85.6,2065.1,100.5,43.2,97.50%
2-1,0,T. Kniskern (PEPP),J. Sebring (UCSB),Fastball,Single on a Ground Ball,87,2098.5,104.3,0.7,25.80%
0-0,0,T. Kniskern (PEPP),Z. Darby (UCSB),Fastball,Ground Out,87.4,2201.5,88.5,-18,72.40%
2-2,1,T. Kniskern (PEPP),L. Mccollum (UCSB),Fastball,Sac Fly,88.5,2125.5,93.8,17.7,19.40%
3-2,2,T. Kniskern (PEPP),C. Nunez (UCSB),Fastball,Fly Out,84.5,2071.9,93.6,28.9,83.90%
0-0,0,T. Kniskern (PEPP),I. Brethowr (UCSB),Fastball,Single on a Ground Ball,84.7,1983.5,109,-3.3,97.60%
2-0,0,T. Kniskern (PEPP),A. Parker (UCSB),Fastball,Single on a Line Drive,84.3,2018.9,103.7,15.5,94.00%
0-0,0,T. Kniskern (PEPP),J. Sebring (UCSB),Fastball,Fly Out,84.3,2038.5,107.3,21.5,96.00%
2-0,1,T. Kniskern (PEPP),Z. Darby (UCSB),Fastball,Fly Out,85.7,2102.1,104.6,33.6,97.80%
2-0,2,T. Kniskern (PEPP),J. Newman jr. (UCSB),Changeup,Single on a Ground Ball,83.9,2179.5,95.7,-0.2,98.60%
1-0,2,T. Kniskern (PEPP),J. Sundstrom (UCSB),Fastball,Double on a Fly Ball,86,1976.2,81.6,22.1,30.90%
2-1,2,T. Kniskern (PEPP),J. Sebring (UCSB),Fastball,Single on a Ground Ball,87.4,2043.5,107.7,4.5,98.70%
0-0,2,G. Nichols (PEPP),L. Mccollum (UCSB),Changeup,Single on a Ground Ball,82.9,2032.4,98.7,-1.6,96.80%
2-1,2,G. Nichols (PEPP),C. Nunez (UCSB),Fastball,Fly Out,85.1,2116.2,93.6,37.4,98.30%
1-0,0,G. Nichols (PEPP),I. Brethowr (UCSB),Fastball,Pop Out,84.4,2082,91,61.9,8.40%
2-2,1,G. Nichols (PEPP),A. Parker (UCSB),Curveball,Fly Out,70.3,2579.1,96.1,23.8,77.80%
1-0,0,N. Bonn (PEPP),J. Sebring (UCSB),Fastball,Single on a Line Drive,89.3,2074.3,104.1,5.4,36.00%
0-0,0,N. Bonn (PEPP),Z. Darby (UCSB),Sinker,Single on a Line Drive,87.8,2096.5,80,7.7,98.00%
0-1,0,N. Bonn (PEPP),L. Mccollum (UCSB),Curveball,Fielder's Choice,74.8,2269.4,76.9,-28.3,78.50%
3-2,1,N. Bonn (PEPP),C. Nunez (UCSB),Fastball,Single on a Line Drive,88.6,2049.9,95.3,5.8,96.40%
0-0,2,D. Stewart (PEPP),A. Parker (UCSB),Changeup,Pop Out,79.9,1935.6,82.5,47.7,74.80%
0-0,0,D. Stewart (PEPP),N. Oakley (UCSB),Changeup,Line Out,80.3,1919.8,90.7,6.1,37.20%
0-0,2,D. Stewart (PEPP),J. Williams (UCSB),Changeup,Pop Out,80.5,1899,74.9,50,82.70%
2-1,0,N. Boyle (XAV),Z. Darby (UCSB),Fastball,Fly Out,91.9,2560,98.9,33.5,96.00%
1-0,1,N. Boyle (XAV),A. Parker (UCSB),Fastball,Home Run on a 415.81 ft Fly Ball,90.6,2444.7,105.3,25.6,97.70%
1-0,2,N. Boyle (XAV),J. Williams (UCSB),Fastball,Home Run on a 416.38 ft Fly Ball,88.8,2536.7,106.5,23.1,98.60%
2-1,0,N. Boyle (XAV),J. Trimble (UCSB),Fastball,Home Run on a 425.17 ft Fly Ball,89.4,2589.5,104,24.1,57.00%
2-1,0,N. Boyle (XAV),C. Nunez (UCSB),Fastball,Fly Out,87.8,2507.6,87.8,50.3,20.50%
2-0,1,L. Bell (XAV),Z. Darby (UCSB),Fastball,Fly Out,89.3,2358,93.3,59.5,19.40%
1-1,2,L. Bell (XAV),A. Parker (UCSB),Slider,Fly Out,81.6,2761.7,100.1,38.1,70.40%
3-2,0,L. Bell (XAV),I. Brethowr (UCSB),Slider,Pop Out,84.6,2697.1,80.2,55.8,91.60%
0-0,1,L. Bell (XAV),N. Oakley (UCSB),Slider,Line Out,79.8,2803,97.4,6.1,95.50%
0-1,2,L. Bell (XAV),J. Trimble (UCSB),Curveball,Line Out,77.7,2891.2,108.2,19.2,95.00%
2-2,0,L. Bell (XAV),C. Nunez (UCSB),Slider,Ground Out,82.7,2621.6,64.9,-15.2,0.00%
0-0,1,L. Bell (XAV),Z. Darby (UCSB),Curveball,Fly Out,75.5,2892.6,89,42,95.90%
0-0,2,L. Bell (XAV),A. Parker (UCSB),Changeup,Ground Out,82.5,1695.5,89,-21.4,96.50%
0-1,0,L. Bell (XAV),I. Brethowr (UCSB),Fastball,Double on a Fly Ball,89.7,2488.5,91.9,32.4,97.90%
0-0,0,L. Bell (XAV),B. Mortensen (UCSB),Curveball,Fly Out,76.6,2843.2,96.9,41.9,98.70%
0-0,0,L. Bell (XAV),N. Oakley (UCSB),Changeup,Ground Out,83.3,1750.3,81.6,-8.7,98.60%
1-1,1,C. Bailey (XAV),A. Parker (UCSB),Slider,Fly Out,81.4,2840.7,98,49.8,97.00%
2-1,2,C. Bailey (XAV),I. Brethowr (UCSB),Changeup,Pop Out,84,1435.6,70.2,74.5,94.20%
1-2,0,B. Alazaus (XAV),A. Parker (UCSB),Changeup,Home Run on a 401.65 ft Fly Ball,65.3,1851.8,101.5,27.9,73.50%
0-1,0,B. Alazaus (XAV),Z. Darby (UCSB),Changeup,Pop Out,82.2,2052.1,84.9,77.8,81.80%
0-2,1,B. Alazaus (XAV),J. Sundstrom (UCSB),Splitter,Pop Out,84.2,2145.6,76.5,78.4,1.30%
2-1,0,B. Alazaus (XAV),I. Brethowr (UCSB),Changeup,Fly Out,82.4,1981.7,87.7,40.9,92.50%
0-1,1,B. Alazaus (XAV),C. Kirtley (UCSB),Fastball,Fly Out,84.1,2058.1,95.6,57.5,95.60%
0-0,2,B. Alazaus (XAV),L. Mosby (UCSB),Slider,Fly Out,76.1,1833.8,93,48.5,98.20%
1-0,0,B. Alazaus (XAV),A. Parker (UCSB),Changeup,Double on a Line Drive,82.5,2015.4,105.3,17,95.20%
1-0,0,B. Alazaus (XAV),N. Oakley (UCSB),Changeup,Fly Out,82.3,2013.1,93.5,44,97.30%
0-0,2,B. Alazaus (XAV),Z. Darby (UCSB),Changeup,Double on a Fly Ball,82.4,2092.1,65.8,25.5,6.50%
0-0,1,B. Alazaus (XAV),I. Brethowr (UCSB),Changeup,Fly Out,82.9,2140.9,85.4,43.7,98.80%
0-0,0,J. Kelly (XAV),L. Mosby (UCSB),Sinker,Line Out,87.6,2189.2,99,6.1,98.80%
2-1,1,J. Kelly (XAV),A. Parker (UCSB),Changeup,Double on a Line Drive,74.9,1169.5,89.4,14.2,67.50%
2-2,1,J. Kelly (XAV),N. Oakley (UCSB),Slider,Hit By Pitch,74.5,2298.3,52.4,-3.7,0.00%
1-1,1,J. Kelly (XAV),Z. Darby (UCSB),Sinker,Sac Fly,88.5,2035.3,90.9,32,92.80%
0-0,2,J. Kelly (XAV),J. Sundstrom (UCSB),Curveball,Fly Out,74.5,2290.6,96.1,45.3,62.60%
0-1,0,J. Kelly (XAV),C. Nunez (UCSB),Changeup,Ground Out,85.2,2091.2,101.8,-4.3,90.80%
0-1,1,J. Kelly (XAV),I. Brethowr (UCSB),Sinker,Ground Out,87.2,2179,85.2,-3.1,95.80%
0-0,0,J. Kelly (XAV),B. Mortensen (UCSB),Curveball,Ground Out,73.1,2216.2,88.7,-7.4,94.90%
2-1,1,J. Kelly (XAV),A. Parker (UCSB),Curveball,Fly Out,73.6,2253.5,96.4,23.6,97.70%
0-2,0,E. Bosacker (XAV),Z. Darby (UCSB),Slider,Hit By Pitch,83,2582.2,115,-19.4,0.00%
0-0,0,E. Bosacker (XAV),I. Brethowr (UCSB),Slider,Fly Out,81.5,2545.4,93.2,35.1,97.60%
3-2,0,E. Bosacker (XAV),C. Kirtley (UCSB),Slider,Ground Out,82.9,2507.2,69.6,-25.4,75.00%
3-2,2,E. Bosacker (XAV),L. Mccollum (UCSB),Slider,Single on a Ground Ball,82.7,2556.8,50.9,-58.8,96.90%
0-0,2,E. Bosacker (XAV),J. Newman jr. (UCSB),Slider,Line Out,80.3,2329.6,99.6,18.9,95.60%
2-2,0,E. Bosacker (XAV),C. Nunez (UCSB),Curveball,Ground Out,75,2435.3,76.3,1.8,90.60%
0-2,1,E. Bosacker (XAV),Z. Darby (UCSB),Fastball,Double on a Line Drive,90.9,2440.5,96.3,14.4,79.10%
3-1,1,E. Bosacker (XAV),I. Brethowr (UCSB),Slider,Ground Out,83.7,2505.5,70.9,-62.9,90.00%
2-2,0,E. Bosacker (XAV),B. Mortensen (UCSB),Fastball,Single on a Ground Ball,91.1,2335.1,89.7,0.6,92.20%
0-1,0,E. Bosacker (XAV),C. Kirtley (UCSB),Fastball,Fly Out,88.3,2195.4,91.8,57.3,96.70%
1-0,1,E. Bosacker (XAV),N. Oakley (UCSB),Slider,Fielder's Choice,77.7,2350.9,42,5.2,68.60%
0-0,0,E. Bosacker (XAV),C. Nunez (UCSB),Fastball,Ground Out,88.6,2274.2,75.6,2.9,66.80%
0-0,2,E. Bosacker (XAV),N. Oakley (UCSB),Curveball,Single on a Bunt Ground Ball,72.1,2281.9,38.6,-3.1,51.70%
1-2,0,J. Loer (XAV),J. Newman jr. (UCSB),Sinker,Double on a Fly Ball,90.8,2360.9,99.7,33,98.90%
0-2,2,J. Loer (XAV),Z. Darby (UCSB),Slider,Ground Out,78.9,2238.1,86,-8.8,4.40%
1-1,0,J. Loer (XAV),I. Brethowr (UCSB),Changeup,Double on a Line Drive,81.1,2017.1,109.2,10.4,98.10%
1-0,0,J. Loer (XAV),J. Williams (UCSB),Fastball,Bunt Ground Out,89.4,2197.1,28.6,4.4,1.10%
3-2,1,C. Schwaner (XAV),L. Mosby (UCSB),Sinker,Double Play,93.1,2339.4,89.7,-24,94.50%
0-1,2,C. Schwaner (XAV),I. Brethowr (UCSB),Slider,Fielder's Choice,82.4,2848.2,108.5,-1.6,97.00%
1-1,2,M. Grabmann (ORE),A. Parker (UCSB),Changeup,Ground Out,86.3,1878,91,-35.4,91.30%
2-2,0,M. Grabmann (ORE),L. Mccollum (UCSB),Slider,Ground Out,83.5,2192.1,85.6,-6.9,0.00%
0-2,1,M. Grabmann (ORE),Z. Darby (UCSB),Sinker,Sac Fly,87.8,2022.3,103.1,28.2,11.90%
1-0,0,J. Pace (ORE),I. Brethowr (UCSB),Slider,Ground Out,76.1,2363.1,75.3,3.5,74.90%
1-0,1,J. Pace (ORE),B. Mortensen (UCSB),Sinker,Hit By Pitch,90.3,2044.7,32,6.1,0.00%
2-2,1,J. Pace (ORE),J. Sundstrom (UCSB),Slider,Single on a Fly Ball,76,2396.3,76.6,31.8,96.70%
1-1,1,J. Pace (ORE),A. Parker (UCSB),Changeup,Ground Out,86.7,1833.7,72.4,-63.2,97.40%
3-2,0,J. Pace (ORE),J. Newman jr. (UCSB),Sinker,Ground Out,88.2,2001.6,101.9,-3.1,97.20%
1-1,1,J. Pace (ORE),C. Nunez (UCSB),Sinker,Single on a Ground Ball,89.2,1941.6,99,4.7,97.50%
0-1,1,J. Pace (ORE),J. Trimble (UCSB),Changeup,Home Run on a 416.13 ft Fly Ball,86.6,1706.2,107.4,31.6,97.10%
3-2,1,J. Pace (ORE),Z. Darby (UCSB),Sinker,Double on a Fly Ball,89.6,1909,88.1,24,95.30%
1-0,0,J. Pace (ORE),J. Sundstrom (UCSB),Slider,Double on a Line Drive,76.1,2342,100.5,10.4,97.60%
1-2,0,A. Anderson (ORE),C. Nunez (UCSB),Fastball,Line Out,88.9,2285.2,97.3,16.5,93.80%
0-1,0,A. Anderson (ORE),B. Mortensen (UCSB),Curveball,Double on a Line Drive,78.7,2411,103.7,14.2,95.00%
3-2,2,A. Anderson (ORE),L. Mccollum (UCSB),Curveball,Ground Out,78.6,2456,86.8,-5,98.90%
3-1,0,M. Dallas (ORE),J. Newman jr. (UCSB),Sinker,Ground Out,89.5,1898.1,86.8,-18.2,98.00%
0-1,1,M. Dallas (ORE),C. Nunez (UCSB),Changeup,Single on a Line Drive,79,1414,74.4,13.8,19.60%
0-1,2,M. Dallas (ORE),N. Oakley (UCSB),Slider,Ground Out,78.4,2287,58.2,-55.1,71.60%
3-2,0,M. Dallas (ORE),B. Mortensen (UCSB),Curveball,Ground Out,76.4,2192.5,88.9,-21.7,96.70%
1-2,1,J. Mollerus (ORE),J. Sundstrom (UCSB),Slider,Sac Fly,86.6,2624.5,103.1,40,31.50%
2-2,0,L. Uelmen (ORE),Z. Darby (UCSB),Slider,Ground Out,79,2058.1,67.3,-19.7,96.20%
0-0,1,L. Uelmen (ORE),I. Brethowr (UCSB),Sinker,Single on a Ground Ball,91.2,2411.6,107.5,-7.1,76.80%
1-2,0,L. Uelmen (ORE),L. Mccollum (UCSB),Curveball,Line Out,77.9,1971.5,95.7,16.6,89.70%
0-0,1,L. Uelmen (ORE),A. Parker (UCSB),Sinker,Home Run on a 393.43 ft Fly Ball,91.1,2179,96.5,27.1,62.20%
1-0,1,L. Uelmen (ORE),N. Oakley (UCSB),Sinker,Single on a Line Drive,90.5,2462.8,98.8,11.9,83.40%
1-2,1,L. Uelmen (ORE),C. Nunez (UCSB),Fastball,Fly Out,89.2,2435.4,89.4,51.6,6.00%
3-2,1,L. Uelmen (ORE),C. Kirtley (UCSB),Sinker,Fly Out,90.4,2394.3,98.1,25.2,98.20%
0-0,2,L. Uelmen (ORE),B. Mortensen (UCSB),Sinker,Fly Out,90.7,2279.6,83,37.3,81.50%
2-0,0,L. Uelmen (ORE),J. Sundstrom (UCSB),Sinker,Home Run on a 410.28 ft Fly Ball,88.1,2190,109.5,22.8,98.10%
0-0,0,L. Uelmen (ORE),L. Mccollum (UCSB),Sinker,Single on a Bunt Ground Ball,89.9,2280.1,22.7,-28.3,89.60%
2-1,0,L. Uelmen (ORE),A. Parker (UCSB),Sinker,Single on a Line Drive,89.3,2364.4,94.8,6.9,96.50%
0-0,1,L. Uelmen (ORE),C. Nunez (UCSB),Curveball,Single on a Line Drive,77.9,2120.1,91.5,19.9,97.30%
0-1,1,L. Uelmen (ORE),C. Kirtley (UCSB),Changeup,Double Play,80.7,1904.6,75.1,-23.4,97.70%
1-0,1,G. Grinsell (ORE),J. Sundstrom (UCSB),Fastball,Double on a Fly Ball,88.3,2169.4,107.5,21.9,55.70%
1-1,2,G. Grinsell (ORE),C. Nunez (UCSB),Fastball,Single on a Ground Ball,87.3,2152.6,95.2,2.3,86.90%
0-1,2,G. Grinsell (ORE),Z. Darby (UCSB),Fastball,Pop Out,87.6,2261.3,71.6,62.3,92.50%
1-0,0,G. Grinsell (ORE),I. Brethowr (UCSB),Changeup,Reached on Error on a Ground Ball,84.6,2036.3,93.6,-12.9,16.80%
2-0,2,T. Spoljaric (ORE),A. Parker (UCSB),Changeup,Ground Out,81.8,1916.6,104,1.9,97.50%
0-0,0,T. Spoljaric (ORE),N. Oakley (UCSB),Fastball,Ground Out,85.9,2264,100.4,1.3,97.80%
3-2,1,T. Spoljaric (ORE),C. Nunez (UCSB),Fastball,Single on a Ground Ball,86.2,2079.4,101.2,-0.8,97.60%
2-0,2,T. Spoljaric (ORE),I. Brethowr (UCSB),Fastball,Fielder's Choice,87.1,2175.3,98.1,-0.3,98.60%
3-1,0,G. Rogers (ORE),C. Kirtley (UCSB),Changeup,Home Run on a 411.00 ft Fly Ball,82.7,2001.5,105.5,26.9,97.90%
0-0,1,G. Rogers (ORE),J. Sundstrom (UCSB),Changeup,Home Run on a 402.40 ft Fly Ball,83.5,1959.6,103.5,37,96.40%
1-0,2,G. Rogers (ORE),A. Parker (UCSB),Changeup,Home Run on a 401.01 ft Fly Ball,81.5,2052.8,96.1,31.2,97.20%
1-1,2,G. Rogers (ORE),N. Oakley (UCSB),Slider,Single on a Ground Ball,74.1,2182.8,64.3,-4.1,71.80%
0-2,2,J. Jaha (ORE),C. Nunez (UCSB),Curveball,Fielder's Choice,71.4,1751.4,90.3,6.1,94.70%
1-1,0,J. Jaha (ORE),Z. Darby (UCSB),Changeup,Ground Out,86.5,1840,90,1.2,96.40%
1-1,1,J. Jaha (ORE),I. Brethowr (UCSB),Changeup,Ground Out,87.3,1878.8,106.2,4.9,4.30%
1-1,2,J. Stoffal (ORE),C. Kirtley (UCSB),Fastball,Pop Out,92.2,2014.6,90.3,67.4,97.70%
1-1,0,J. Stoffal (ORE),B. Mortensen (UCSB),Sinker,Fly Out,90,2038.7,102.9,22.9,98.10%
1-2,1,J. Stoffal (ORE),J. Newman jr. (UCSB),Slider,Fly Out,82.1,2130.1,84.3,21.5,93.60%
1-1,2,J. Stoffal (ORE),N. Oakley (UCSB),Changeup,Fly Out,82.9,1868.6,99.1,25.8,98.20%
0-0,0,J. Stoffal (ORE),L. Mccollum (UCSB),Fastball,Fly Out,91.9,2067.8,89.2,30.2,96.10%
1-2,1,J. Stoffal (ORE),J. Sebring (UCSB),Slider,Single on a Line Drive,82.6,2204.5,98.6,7.8,49.00%
2-2,1,J. Stoffal (ORE),C. Nunez (UCSB),Sinker,Line Out,91.5,1991,93,8.6,37.50%
2-0,2,J. Stoffal (ORE),Z. Darby (UCSB),Sinker,Home Run on a Fly Ball,92.4,2094.5,105,21.2,97.40%
0-0,2,J. Stoffal (ORE),I. Brethowr (UCSB),Sinker,Fly Out,93,2080.2,90,21.2,11.60%
0-1,0,L. Mercado (ORE),C. Kirtley (UCSB),Fastball,Single on a Line Drive,90.2,2387.4,105.7,10.5,97.10%
3-2,0,L. Mercado (ORE),B. Mortensen (UCSB),Curveball,Fly Out,72,2198.5,99.4,38.8,92.70%
0-0,2,L. Mercado (ORE),N. Oakley (UCSB),Fastball,Fly Out,90.4,2260.3,96.7,46.6,94.90%
1-1,0,L. Mercado (ORE),L. Mccollum (UCSB),Slider,Fly Out,75.4,2358.4,87.2,25.9,83.20%
1-1,1,L. Mercado (ORE),J. Sebring (UCSB),Curveball,Fly Out,73.4,2346,88,57.5,98.60%
2-2,0,L. Mercado (ORE),C. Kirtley (UCSB),Curveball,Ground Out,74.6,2320.5,83.4,-1.2,54.20%
2-2,1,L. Mercado (ORE),N. Oakley (UCSB),Curveball,Double Play,75.5,2335.2,89.4,-12.7,96.40%
2-2,0,L. Mercado (ORE),L. Mccollum (UCSB),Fastball,Ground Out,90.7,2433.8,100.2,-4.1,79.90%
1-1,1,L. Mercado (ORE),J. Sebring (UCSB),Curveball,Single on a Bunt Ground Ball,74.4,2341.1,26.2,-0.4,0.80%
1-0,1,L. Mercado (ORE),I. Brethowr (UCSB),Curveball,Home Run on a 400.77 ft Fly Ball,73.4,2298.5,108.6,26,93.70%
1-1,2,I. Umlandt (ORE),J. Newman jr. (UCSB),Changeup,Single on a Line Drive,84.6,2001.4,90.9,8.2,66.10%
0-1,2,I. Umlandt (ORE),N. Oakley (UCSB),Curveball,Fielder's Choice,74.1,2051.5,86.1,2.8,97.70%
3-0,2,D. Mcshane (ORE),C. Nunez (UCSB),Sinker,Single on a Ground Ball,85.7,2158.7,88.6,-10.1,94.50%
0-1,0,J. Hughes (ORE),I. Brethowr (UCSB),Fastball,Single on a Line Drive,87.9,2025.9,107.6,14.8,71.10%
2-0,2,J. Hughes (ORE),L. Mccollum (UCSB),Fastball,Line Out,87.5,2115.5,105.8,16.8,97.40%
0-1,0,A. Lattery (ORST),L. Mccollum (UCSB),Fastball,Fly Out,89.4,2294.1,97.8,25.4,97.00%
0-0,1,A. Lattery (ORST),Z. Darby (UCSB),Fastball,Single on a Ground Ball,90,2218.7,102.9,-1.3,99.10%
2-2,1,A. Lattery (ORST),I. Brethowr (UCSB),Fastball,Double on a Line Drive,89.5,2321.5,112.9,13.3,86.60%
0-0,0,A. Lattery (ORST),N. Oakley (UCSB),Fastball,Fly Out,87.6,2203.6,101.3,21.9,97.20%
1-0,1,A. Lattery (ORST),A. Parker (UCSB),Curveball,Single on a Ground Ball,77.9,2545,92.4,-7.1,98.30%
0-0,1,A. Lattery (ORST),C. Nunez (UCSB),Slider,Double Play,78.8,2540.4,68.9,-8.6,58.50%
1-1,0,A. Lattery (ORST),L. Mccollum (UCSB),Curveball,Ground Out,78.8,2589.1,62.4,-22,75.40%
2-2,1,A. Lattery (ORST),Z. Darby (UCSB),Curveball,Ground Out,77.1,2469,87.1,-39.4,2.80%
0-0,0,A. Lattery (ORST),L. Mosby (UCSB),Curveball,Fly Out,72.3,2538.6,85.5,42.6,86.10%
0-2,1,A. Lattery (ORST),N. Oakley (UCSB),Curveball,Ground Out,73.2,2472.6,31.9,-65.3,0.00%
1-0,2,A. Lattery (ORST),J. Sundstrom (UCSB),Fastball,Line Out,89.6,2276.8,107.7,16.1,98.90%
0-1,0,I. Lawson (ORST),A. Parker (UCSB),Fastball,Fly Out,91.7,2398.5,86.7,58.2,96.70%
3-1,0,I. Lawson (ORST),Z. Darby (UCSB),Sinker,Ground Out,91.1,2175.5,78.2,-25.6,13.40%
0-0,1,I. Lawson (ORST),I. Brethowr (UCSB),Curveball,Fly Out,80.4,2829.7,105.3,20.2,74.80%
3-2,0,N. Keljo (ORST),A. Parker (UCSB),Fastball,Reached on Error on a Ground Ball,92.9,2173.1,103.6,3.5,96.80%
0-0,0,N. Keljo (ORST),C. Nunez (UCSB),Changeup,Double Play,83.7,1932.3,87.6,0.9,97.70%
1-0,2,N. Keljo (ORST),Z. Darby (UCSB),Fastball,Ground Out,93.6,2097.4,43.5,8.2,36.70%
2-2,2,S. Malec (MINN),J. Newman jr. (UCSB),Sinker,Ground Out,91.2,2057.6,71.9,3.1,91.60%
3-2,0,S. Malec (MINN),B. Mortensen (UCSB),Sinker,Ground Out,89.5,1906.5,96.8,4.8,96.50%
0-0,1,S. Malec (MINN),I. Brethowr (UCSB),Curveball,Single on a Ground Ball,80.8,2624.7,105.4,3.1,98.20%
0-0,2,S. Malec (MINN),J. Sundstrom (UCSB),Sinker,Home Run on a 416.29 ft Fly Ball,90.5,2024.3,107.7,32.2,97.40%
2-2,2,S. Malec (MINN),C. Nunez (UCSB),Sinker,Single on a Ground Ball,91.2,2120.1,101.4,-5.9,96.60%
1-1,0,S. Malec (MINN),Z. Darby (UCSB),Slider,Ground Out,78.7,2402,72.4,-5.7,84.00%
1-2,1,S. Malec (MINN),J. Newman jr. (UCSB),Slider,Single on a Line Drive,82.2,2744.3,101.2,13.3,96.60%
3-2,1,S. Malec (MINN),B. Mortensen (UCSB),Sinker,Fly Out,89.1,2037.5,90.3,27.8,94.50%
3-2,2,S. Malec (MINN),I. Brethowr (UCSB),Sinker,Single on a Ground Ball,90.1,2021.8,103.6,-3.9,80.60%
3-2,0,S. Malec (MINN),L. Mosby (UCSB),Sinker,Ground Out,89.2,2000,40.8,-14.1,0.00%
0-0,1,S. Malec (MINN),C. Nunez (UCSB),Changeup,Fly Out,86.9,1959.8,90.7,32,97.40%
0-0,0,S. Malec (MINN),Z. Darby (UCSB),Sinker,Triple on a Line Drive,88.5,1908,95.6,12.6,98.50%
0-2,0,S. Malec (MINN),J. Newman jr. (UCSB),Curveball,Ground Out,79.1,2586.8,42.6,-20.9,92.60%
1-1,1,S. Malec (MINN),B. Mortensen (UCSB),Sinker,Pop Out,89.5,2033.9,92.4,67,33.20%
3-1,0,N. Rooney (MINN),L. Mosby (UCSB),Fastball,Single on a Line Drive,90.6,1983.1,100.8,11,98.00%
2-2,0,N. Rooney (MINN),J. Sundstrom (UCSB),Curveball,Ground Out,77.6,2041.5,94.4,-7.6,98.30%
3-2,1,N. Rooney (MINN),C. Nunez (UCSB),Fastball,Triple on a Line Drive,88.4,1854.4,95.4,14.4,25.70%
2-1,2,N. Rooney (MINN),Z. Darby (UCSB),Curveball,Pop Out,77,1993.1,83.1,65,75.10%
0-1,0,N. Rooney (MINN),J. Newman jr. (UCSB),Changeup,Fly Out,84.1,1406.1,93,48.1,95.80%
1-0,1,N. Rooney (MINN),B. Mortensen (UCSB),Curveball,Fly Out,78.2,1931.7,96.6,34.8,81.80%
1-1,2,N. Rooney (MINN),I. Brethowr (UCSB),Fastball,Single on a Ground Ball,90.9,2137.9,103.2,4.6,91.80%
1-2,2,N. Rooney (MINN),N. Oakley (UCSB),Changeup,Reached on Error on a Ground Ball,81.5,1277.8,84.7,-22.1,86.30%
0-1,2,N. Rooney (MINN),L. Mosby (UCSB),Changeup,Triple on a Fly Ball,81.3,1521.4,101.2,32.4,89.60%
1-2,2,N. Rooney (MINN),J. Sundstrom (UCSB),Changeup,Pop Out,82.5,1472.6,83.6,69.7,0.00%
0-1,0,N. Rooney (MINN),C. Nunez (UCSB),Fastball,Single on a Ground Ball,89.4,1994.9,77.5,-68.7,97.30%
2-2,0,N. Rooney (MINN),L. Mccollum (UCSB),Changeup,Fielder's Choice,80.4,1396.4,84.2,-32.8,92.50%
0-0,1,N. Rooney (MINN),Z. Darby (UCSB),Fastball,Fly Out,87,1922.7,95.6,28.1,87.00%
1-0,2,N. Rooney (MINN),B. Mortensen (UCSB),Sinker,Double on a Line Drive,87.3,1888.2,102.9,13.3,97.90%
0-0,2,R. Dauman (MINN),I. Brethowr (UCSB),Changeup,Single on a Ground Ball,82.1,1733.4,101.1,3.9,98.00%
3-1,0,R. Dauman (MINN),J. Sundstrom (UCSB),Cutter,Ground Out,85.5,2241.9,54.1,-82,74.30%
0-0,1,R. Dauman (MINN),C. Nunez (UCSB),Fastball,Single on a Ground Ball,86.2,2284.4,90,-13,95.40%
3-0,1,M. Gurka (MINN),Z. Darby (UCSB),Fastball,Double on a Line Drive,90.2,1971.5,92.2,20,41.60%
0-1,1,M. Gurka (MINN),B. Mortensen (UCSB),Fastball,Sac Fly,89.9,1911,87.9,44.1,82.50%
0-1,2,M. Gurka (MINN),N. Oakley (UCSB),Fastball,Ground Out,90.1,1881.7,75.3,3.6,53.00%
1-0,1,T. Lively (UNM),Z. Darby (UCSB),Fastball,Line Out,91.9,2441.4,100,7.2,28.30%
0-2,0,T. Lively (UNM),B. Mortensen (UCSB),Curveball,Single on a Fly Ball,80.2,2763.7,85.6,25.2,97.20%
2-2,0,T. Lively (UNM),N. Oakley (UCSB),Fastball,Fielder's Choice,90.7,2414.6,96,-0.2,5.50%
0-2,2,T. Lively (UNM),L. Mccollum (UCSB),Slider,Double on a Line Drive,83.2,1777.2,95,10.6,69.20%
0-0,2,T. Lively (UNM),C. Kirtley (UCSB),Slider,Ground Out,81.7,2582.9,92.1,-4.5,86.00%
2-2,0,T. Lively (UNM),Z. Darby (UCSB),Curveball,Pop Out,79.2,2672.1,61.6,58.8,96.60%
0-0,2,T. Lively (UNM),B. Mortensen (UCSB),Curveball,Ground Out,79.4,2671.9,100.9,5,97.80%
1-1,0,T. Lively (UNM),N. Oakley (UCSB),Curveball,Fly Out,78.1,2620.7,95.9,26.4,97.20%
0-1,2,T. Lively (UNM),A. Parker (UCSB),Slider,Single on a Line Drive,81.1,2525.8,104.5,6.6,88.10%
2-2,2,T. Lively (UNM),C. Nunez (UCSB),Fastball,Single on a Ground Ball,89.4,2220.3,102.8,-6.5,96.70%
0-1,2,T. Lively (UNM),L. Mccollum (UCSB),Fastball,Fly Out,90.2,2371.4,93.1,28.6,52.30%
0-0,0,T. Lively (UNM),C. Kirtley (UCSB),Fastball,Fly Out,89.7,2319.2,95.9,49,92.60%
