Rank,playerId,abbrevName,playerFullName,player,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,fWAR,xWOBADf,wOBA,xWOBA,xAVG,xOBP,OBP,AVG,AB,RPW,RLR,rPOS,BSR,wRAA
130,1288617472,J. Sherrill,Jesse Sherrill,Sherrill,2B,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,L,R,8.386,.095,.432,.337,.287,.400,.496,.404,213,3.54,5.56,3.18,.729,20.197
131,1200571392,R. Lasko,Ryan Lasko,Lasko,RF,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,8.350,.139,.424,.285,.222,.332,.422,.330,227,3.52,5.70,2.80,2.106,18.775
132,1237382400,S. Lewis,Shane Lewis,Lewis,LF,Troy University,TROY,730378496,Troy,BBC,S,R,8.350,.059,.471,.413,.233,.391,.432,.286,217,3.50,5.71,-7.92,.782,30.651
133,1311363072,P. Leeper,Peyton Leeper,Leeper,3B,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,S,R,8.335,.021,.425,.404,.241,.396,.441,.299,174,3.42,4.53,7.56,.785,15.604
134,1250755584,L. Miller-green,Lyle Miller-green,Miller-green,RF,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,8.286,.084,.459,.375,.282,.371,.437,.358,229,3.46,5.33,-1.91,-.868,26.078
135,1204815104,A. Figueredo,Alejandro Figueredo,Figueredo,1B,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,8.273,.047,.483,.436,.325,.428,.460,.363,223,3.60,5.74,-8.42,-.322,32.754
136,1322380032,J. Wilson,Jacob Wilson,Wilson,SS,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,8.270,.160,.445,.285,.284,.317,.429,.405,190,3.40,4.09,5.98,.183,17.849
137,1311639040,J. Starke,Justin Starke,Starke,1B,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,8.257,.158,.458,.300,.202,.336,.466,.363,168,3.47,4.23,0.45,3.522,20.421
138,1304600576,L. Mann,Luke Mann,Mann,3B,University of Missouri,MIZZ,4806,Missouri,BBC,L,R,8.247,.055,.450,.395,.260,.378,.413,.302,192,3.47,4.68,2.04,.925,20.976
139,1257007104,T. Frick,Tomas Frick,Frick,C,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,8.227,.118,.411,.293,.217,.310,.397,.317,218,3.38,4.99,9.36,-.950,14.381
140,1209426944,K. Myers,Kole Myers,Myers,CF,Troy University,TROY,730378496,Troy,BBC,L,L,8.222,.070,.406,.336,.240,.356,.404,.297,249,3.48,6.05,3.05,3.907,15.562
141,1123968512,R. Snell,Ryan Snell,Snell,C,Lamar University,LAM,730162432,Lamar,BBC,R,R,8.220,.077,.424,.347,.248,.332,.386,.312,189,3.36,4.34,7.88,.331,15.074
142,1292066560,E. Petry,Ethan Petry,Petry,DH,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,8.204,.112,.481,.369,.250,.368,.458,.362,210,3.43,5.28,-7.75,-.551,31.195
143,1075213056,R. Donnelly,Ryan Donnelly,Donnelly,2B,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,L,R,8.202,.111,.434,.323,.265,.394,.456,.340,194,3.46,4.93,3.14,1.581,18.736
144,1162030592,C. Kurland,Cade Kurland,Kurland,2B,University of Florida,FLA,730168320,Florida,BBC,R,R,8.194,.062,.415,.353,.242,.356,.403,.298,262,3.54,6.44,3.92,.027,18.654
145,1236944640,A. Lodise,Alex Lodise,Lodise,SS,University of North Florida,UNF,730296832,North Florida,BBC,R,R,8.188,.146,.419,.272,.208,.282,.372,.308,214,3.47,4.95,7.56,.464,15.458
146,1198099712,P. Ferreras,Pascanel Ferreras,Ferreras,SS,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,8.181,.063,.429,.366,.275,.397,.435,.321,193,3.46,4.81,7.00,-.837,17.332
147,1293260800,T. Tucker,Tevin Tucker,Tucker,SS,West Virginia University,WVU,5327,West Virginia,BBC,R,R,8.179,.056,.398,.342,.262,.423,.466,.320,194,3.47,5.39,8.40,2.642,11.924
148,1190621184,D. Dickinson,Daniel Dickinson,Dickinson,SS,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,8.157,.069,.453,.383,.368,.436,.445,.379,203,3.56,4.80,2.48,.211,21.551
149,1093388800,T. Reeves,T.j. Reeves,Reeves,DH,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,8.148,.103,.445,.342,.239,.331,.417,.338,216,3.49,5.06,2.51,-.657,21.530
150,1162573056,K. Debarge,Kyle Debarge,Debarge,3B,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,8.140,.098,.420,.322,.260,.352,.440,.363,201,3.47,4.87,7.14,.786,15.468
151,1104835840,C. Harris,Calvin Harris,Harris,C,University of Mississippi,MISS,5322,Ole Miss,BBC,L,R,8.140,.071,.419,.349,.267,.354,.404,.325,206,3.47,4.89,7.90,.087,15.394
152,1173043456,C. Conniff,Chris Conniff,Conniff,2B,Wagner College,WAG,730192640,Wagner,BBC,S,R,8.137,.107,.440,.333,.294,.401,.467,.374,203,3.47,5.05,3.34,-.630,20.490
153,1165893632,S. Keys,Sean Keys,Keys,3B,Bucknell University,BUCK,730214144,Bucknell,BBC,L,R,8.063,.097,.474,.376,.244,.359,.440,.342,161,3.38,3.82,1.80,-.081,21.692
154,1162557696,A. Camarillo,Ali Camarillo,Camarillo,2B,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,8.057,.167,.444,.277,.240,.300,.424,.378,172,3.38,3.86,6.16,.474,16.718
155,1184442880,J. Friend,Jacob Friend,Friend,C,Davidson College,DAV,730363136,Davidson,BBC,L,R,8.030,.076,.450,.374,.196,.398,.466,.287,143,3.52,4.01,5.95,.538,17.794
156,1286167296,M. Becchetti,Mike Becchetti,Becchetti,3B,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,8.028,.113,.438,.325,.240,.367,.444,.332,205,3.57,5.25,3.12,-.077,20.343
157,1092324352,C. Gill,Cameron Gill,Gill,2B,Wofford College,WOF,730176512,Wofford,BBC,R,R,8.023,.092,.420,.327,.254,.393,.488,.374,171,3.48,4.43,8.19,1.295,14.006
158,1250329856,K. Romero,Kiko Romero,Romero,1B,University of Arizona,ARIZ,232,Arizona,BBC,L,R,8.014,.054,.480,.426,.281,.387,.442,.348,230,3.51,5.82,-11.21,.101,33.402
159,1224144384,M. Giordano,Max Giordano,Giordano,RF,Niagara University,NIAG,730156544,Niagara,BBC,R,R,8.013,.175,.514,.339,.285,.404,.484,.383,154,3.52,3.89,-4.23,.665,27.917
160,1130692352,T. Williams,Tyler Williams,Williams,CF,Little Rock,UALR,730217472,Little Rock,BBC,R,R,8.006,-.019,.433,.452,.344,.393,.412,.365,222,3.44,4.85,2.41,1.926,18.376
161,1340994816,C. Tate,Connor Tate,Tate,DH,University of Georgia,UGA,226,Georgia,BBC,R,R,8.000,.103,.481,.379,.304,.394,.458,.379,214,3.51,5.13,-7.08,.326,29.703
162,1082708736,A. Rodriguez,Alejandro Rodriguez,Rodriguez,2B,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,7.977,.151,.406,.255,.204,.302,.421,.341,220,3.42,5.16,8.64,-.057,13.539
163,1333116416,R. Campos,Ryan Campos,Campos,DH,Arizona State University,ASU,5035,Arizona State,BBC,L,R,7.962,.117,.464,.348,.278,.410,.492,.380,158,3.52,4.03,4.18,-.486,20.328
164,1159471616,M. Ahuna,Maui Ahuna,Ahuna,SS,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,7.953,.103,.420,.316,.222,.350,.427,.315,200,3.41,4.81,7.28,-.548,15.538
165,1297350912,K. Bowen,Karson Bowen,Bowen,C,Texas Christian University,TCU,5045,TCU,BBC,R,R,7.943,.107,.401,.294,.255,.338,.422,.352,216,3.45,5.05,9.68,.719,11.922
166,1322814720,R. Peltier,Ryan Peltier,Peltier,2B,Ball State University,BALL,730195456,Ball State,BBC,R,R,7.936,.047,.434,.387,.315,.393,.402,.326,221,3.54,5.28,2.24,1.061,19.547
167,1279296512,C. Maldonado,Cam Maldonado,Maldonado,RF,Northeastern University,NE,343,Northeastern,BBC,R,R,7.917,.156,.465,.309,.248,.352,.451,.365,192,3.40,4.51,-6.76,5.461,23.733
168,1192238080,C. Burns,Connor Burns,Burns,C,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,7.911,.130,.411,.281,.196,.273,.373,.309,194,3.33,4.40,9.72,-.468,12.719
169,1210439424,B. Pimentel,Brandon Pimentel,Pimentel,LF,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,L,L,7.908,.174,.501,.327,.232,.338,.482,.402,194,3.46,4.63,-9.48,1.058,31.170
170,1084687616,B. Cyr,Blake Cyr,Cyr,2B,University of Miami,MIA,236,Miami,BBC,R,R,7.904,.101,.442,.341,.222,.358,.425,.305,200,3.42,4.95,1.87,-.667,20.853
171,1096037376,K. Armstrong,Kris Armstrong,Armstrong,3B,Jacksonville University,JAC,730335488,Jacksonville,BBC,S,R,7.902,.174,.441,.267,.134,.273,.402,.292,202,3.40,4.91,2.20,-.801,20.560
172,1321145088,K. Anthony,Keaton Anthony,Anthony,RF,University of Iowa,IOWA,1232,Iowa,BBC,R,R,7.899,.144,.497,.353,.257,.394,.497,.386,153,3.60,4.03,-1.60,.601,25.368
173,1155635968,C. Clayton,Cam Clayton,Clayton,SS,University of Washington,WASH,3110,Washington,BBC,R,R,7.880,.125,.402,.276,.223,.305,.392,.322,245,3.47,5.66,7.52,.687,13.498
174,1124468992,B. Evans,Blake Evans,Evans,SS,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,L,R,7.853,.085,.411,.326,.271,.373,.435,.346,191,3.39,4.64,7.28,1.495,13.242
175,1222373376,B. Riopelle,Bt Riopelle,Riopelle,C,University of Florida,FLA,730168320,Florida,BBC,L,R,7.832,.122,.394,.272,.141,.287,.373,.247,239,3.41,5.87,7.80,.663,12.336
176,1262377472,B. Wimmer,Braylen Wimmer,Wimmer,2B,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,7.809,.111,.415,.305,.223,.342,.409,.302,205,3.56,5.09,5.72,2.165,14.796
177,1237383424,K. Alderman,Kemp Alderman,Alderman,RF,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,7.790,.090,.476,.386,.288,.359,.435,.374,211,3.40,4.76,-6.18,.541,27.350
178,1237393664,B. Montgomery,Braden Montgomery,Montgomery,CF,Stanford University,STAN,730251264,Stanford,BBC,S,R,7.765,.045,.454,.409,.288,.416,.455,.337,243,3.54,6.29,-7.82,.230,28.780
179,1162596608,C. Demartini,Carson Demartini,Demartini,3B,Virginia Tech,VT,2293,Virginia Tech,BBC,S,R,7.730,.088,.452,.365,.248,.396,.462,.333,183,3.56,4.97,0.27,.012,22.263
180,1299328768,B. Orf,Brennan Orf,Orf,1B,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,L,R,7.715,.196,.501,.305,.197,.379,.481,.329,158,3.61,4.36,-6.70,2.003,28.194
181,1322292480,P. Powell,Peyton Powell,Powell,DH,University of Texas,TEX,245,Texas,BBC,L,R,7.712,.092,.425,.333,.264,.367,.433,.341,229,3.41,5.36,1.88,.616,18.456
182,1310790144,D. Gourson,Duce Gourson,Gourson,2B,UCLA,UCLA,5048,UCLA,BBC,S,R,7.707,.086,.424,.338,.221,.360,.446,.327,196,3.46,4.87,4.56,.882,16.367
183,1318506496,C. Mathews,Collin Mathews,Mathews,CF,Kent State University,KENT,730315008,Kent State,BBC,R,R,7.672,.268,.437,.169,.052,.229,.460,.339,189,3.53,4.91,2.50,.747,18.929
184,1304786176,A. Kelly,Austin Kelly,Kelly,DH,Lipscomb University,LIP,730307072,Lipscomb,BBC,L,R,7.665,.117,.420,.304,.215,.280,.356,.299,204,3.39,4.47,4.03,2.811,14.660
185,1223433984,E. Kennedy,Eric Kennedy,Kennedy,CF,University of Texas,TEX,245,Texas,BBC,L,R,7.655,.094,.413,.319,.235,.315,.378,.306,245,3.45,5.69,3.15,1.171,16.417
186,1273170944,K. Kolden,Kodie Kolden,Kolden,3B,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,7.648,.108,.407,.300,.246,.345,.441,.357,224,3.46,5.34,3.50,3.589,14.031
187,1318719488,R. Vogel,Ryan Vogel,Vogel,CF,Bradley University,BRAD,730253312,Bradley,BBC,R,R,7.645,.143,.441,.298,.254,.342,.453,.382,186,3.43,4.40,2.40,1.146,18.253
188,1310330880,E. Snow,Eric Snow,Snow,SS,University of South Florida,USF,2292,South Florida,BBC,R,R,7.639,.100,.416,.316,.270,.355,.420,.344,212,3.38,4.86,6.83,-.800,14.958
189,1106773504,R. Cesarini,Ryan Cesarini,Cesarini,LF,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,L,R,7.621,.148,.467,.319,.243,.345,.474,.397,179,3.49,4.46,-2.85,1.833,23.152
190,1203293952,J. Wilcoxen,Justin Wilcoxen,Wilcoxen,C,East Carolina University,ECU,730270720,East Carolina,BBC,L,L,7.620,.064,.398,.334,.256,.325,.383,.321,215,3.39,4.83,9.54,.393,11.042
191,1226160384,L. Broadhurst,Luke Broadhurst,Broadhurst,DH,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,7.612,.150,.452,.302,.175,.336,.451,.323,192,3.46,5.00,-2.40,.853,22.920
192,1207764736,N. Schubart,Nolan Schubart,Schubart,DH,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,7.609,.074,.470,.395,.266,.392,.451,.338,216,3.43,5.32,-8.16,.187,28.793
193,1256347136,C. Garrett,Cole Garrett,Garrett,C,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,7.597,.200,.431,.231,.162,.282,.417,.321,159,3.48,3.96,7.92,.084,14.456
194,1317646848,A. Tellier,Adam Tellier,Tellier,SS,Ball State University,BALL,730195456,Ball State,BBC,R,R,7.596,.158,.397,.239,.149,.241,.392,.320,222,3.47,5.17,7.84,2.084,11.284
195,1294966272,A. Silva,Anthony Silva,Silva,SS,Texas Christian University,TCU,5045,TCU,BBC,R,R,7.588,.048,.393,.345,.278,.371,.418,.332,226,3.43,5.30,8.54,1.525,10.697
196,1227027968,L. Thomason,Logan Thomason,Thomason,SS,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,R,R,7.570,.056,.418,.363,.227,.359,.411,.291,189,3.48,4.71,6.72,.278,14.624
197,1153003264,C. Szykowny,Charlie Szykowny,Szykowny,3B,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,L,R,7.563,.161,.455,.294,.214,.302,.409,.335,194,3.44,4.44,2.00,-1.532,21.110
198,1263624960,R. Hipwell,Robert Hipwell,Hipwell,DH,Santa Clara University,SCU,730297600,Santa Clara,BBC,L,L,7.539,.137,.509,.372,.220,.427,.506,.331,124,3.50,3.57,-2.21,.076,24.948
199,1320358656,M. Ruiz,Matt Ruiz,Ruiz,2B,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,7.538,.104,.409,.305,.219,.336,.411,.308,201,3.51,4.96,7.28,.950,13.262
200,1183063808,B. Fahr,Brody Fahr,Fahr,SS,Presbyterian College,PRE,730184192,Presbyterian,BBC,L,R,7.536,.100,.418,.318,.276,.375,.452,.367,188,3.34,4.35,6.68,.191,13.954
201,1082404608,C. Beloso,Cade Beloso,Beloso,1B,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,7.536,.052,.467,.415,.284,.428,.465,.331,181,3.37,4.56,-3.15,-.596,24.566
202,1263767040,C. Sisneros,Cameron Sisneros,Sisneros,1B,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,L,L,7.499,.082,.491,.409,.295,.385,.463,.385,213,3.40,4.87,-10.45,-.147,31.227
203,1145755904,J. Cone,Jack Cone,Cone,CF,James Madison University,JMU,730340096,James Madison,BBC,L,R,7.489,.051,.419,.368,.295,.423,.451,.330,206,3.39,5.15,2.02,1.631,16.606
204,1324444928,Z. Gregory,Zack Gregory,Gregory,2B,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,7.486,.104,.427,.322,.177,.371,.444,.274,186,3.47,5.09,3.08,.139,17.690
205,1242499584,O. Carapellotti,Owen Carapellotti,Carapellotti,C,Georgetown University,GTWN,2330,Georgetown,BBC,L,R,7.484,.167,.401,.235,.175,.280,.377,.288,222,3.46,5.21,8.09,.196,12.364
206,1119971584,A. Owusu-asiedu,Avery Owusu-asiedu,Owusu-asiedu,CF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,7.477,.083,.442,.359,.264,.373,.405,.301,166,3.43,3.93,2.25,3.070,16.423
207,1145823488,S. Ceballos,Sabin Ceballos,Ceballos,DH,University of Oregon,ORE,4807,Oregon,BBC,R,R,7.464,.089,.438,.349,.254,.362,.419,.322,211,3.40,5.04,1.25,-1.386,20.463
208,1168403456,M. Jebb,Mitch Jebb,Jebb,SS,Michigan State University,MSU,1551,Michigan State,BBC,L,L,7.446,.055,.406,.351,.278,.388,.438,.337,202,3.40,4.81,7.00,.983,12.527
209,1235669248,N. Mcclaughry,Nik Mcclaughry,Mcclaughry,SS,University of Arizona,ARIZ,232,Arizona,BBC,R,R,7.430,.052,.395,.343,.264,.380,.430,.325,237,3.61,6.08,8.12,.419,12.219
210,1305604864,W. Eberly,Weston Eberly,Eberly,C,Columbia University,CLMB,730319104,Columbia,BBC,R,R,7.430,.093,.427,.334,.233,.372,.436,.313,160,3.42,4.07,7.34,-.395,14.378
211,1164084224,C. Brito,Chris Brito,Brito,1B,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,7.428,.101,.428,.327,.217,.361,.431,.304,207,3.46,5.33,2.01,-.491,18.815
212,1082706944,A. Mathis,Aj Mathis,Mathis,CF,Virginia Commonwealth University,VCU,730179328,VCU,BBC,L,L,7.419,.093,.422,.329,.252,.404,.482,.350,197,3.58,5.25,2.60,2.013,16.680
213,1273292544,A. Sundean,Andrew Sundean,Sundean,DH,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,7.416,.111,.449,.339,.229,.333,.428,.340,203,3.30,4.57,-0.52,-1.027,21.435
214,1224288512,T. Burton,Ted Burton,Burton,3B,University of Michigan,MICH,2290,Michigan,BBC,R,R,7.414,.096,.424,.328,.227,.353,.418,.304,207,3.36,4.93,2.84,.008,17.156
215,1094204416,A. Pinckney,Andrew Pinckney,Pinckney,RF,University of Alabama,ALA,730206976,Alabama,BBC,R,R,7.412,.109,.443,.334,.240,.363,.436,.329,228,3.41,5.69,-5.35,.728,24.240
216,1208590336,J. Lojewski,Jacob Lojewski,Lojewski,C,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,7.408,.149,.424,.276,.162,.273,.384,.290,210,3.51,5.08,4.02,-.046,16.938
217,1148128768,G. Martin,Garrett Martin,Martin,RF,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,7.406,.139,.482,.343,.191,.338,.450,.329,164,3.63,4.30,-1.27,-.402,24.240
218,1321145344,M. Seegers,Michael Seegers,Seegers,SS,University of Iowa,IOWA,1232,Iowa,BBC,R,R,7.390,.082,.392,.310,.261,.373,.430,.329,222,3.47,5.51,8.12,1.107,10.879
219,1168402944,B. Broecker,Bryan Broecker,Broecker,C,Michigan State University,MSU,1551,Michigan State,BBC,R,R,7.389,.069,.420,.351,.261,.396,.441,.318,170,3.38,4.22,7.54,-.659,13.859
220,1181253888,B. Madron,Bryce Madron,Madron,RF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,L,7.385,.111,.456,.346,.231,.404,.477,.327,217,3.48,5.85,-8.40,.405,27.807
221,1126697472,B. Kalmer,Brian Kalmer,Kalmer,DH,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,7.361,.054,.477,.423,.292,.390,.449,.361,191,3.43,4.53,-4.44,-.859,26.019
222,1086813952,T. Lott,Travis Lott,Lott,C,The Citadel,CIT,730366720,The Citadel,BBC,L,R,7.359,.084,.399,.315,.223,.370,.442,.314,185,3.35,4.60,8.87,.407,10.775
223,1286569984,A. Longwell,Aidan Longwell,Longwell,1B,Kent State University,KENT,730315008,Kent State,BBC,S,R,7.354,.272,.482,.211,.157,.265,.481,.413,206,3.50,5.01,-9.31,.748,29.293
224,1301041664,J. Leslie,Josh Leslie,Leslie,SS,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,7.344,.054,.398,.344,.282,.349,.379,.317,218,3.36,4.89,7.42,1.050,11.310
225,1286105088,D. Campbell,Dylan Campbell,Campbell,CF,University of Texas,TEX,245,Texas,BBC,R,R,7.335,.099,.439,.340,.251,.358,.432,.339,242,3.52,6.04,-8.77,4.508,24.008
226,1250598400,D. Pitelli,Dominic Pitelli,Pitelli,2B,University of Miami,MIA,236,Miami,BBC,L,R,7.335,.105,.391,.285,.212,.309,.380,.294,238,3.36,5.40,8.82,-.193,10.601
227,1211092480,G. Guillemette,Garret Guillemette,Guillemette,C,University of Texas,TEX,245,Texas,BBC,R,R,7.333,.033,.402,.368,.258,.368,.401,.298,218,3.33,5.27,7.34,-1.283,13.073
228,1287731200,B. Hager,Brandon Hager,Hager,1B,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,7.331,.094,.483,.389,.254,.420,.489,.344,180,3.47,4.78,-7.07,-.703,28.430
229,1310338817,C. Peebles,Cannon Peebles,Peebles,C,North Carolina State University,NCST,730216448,North Carolina State,BBC,S,R,7.324,.079,.488,.408,.275,.390,.458,.357,140,3.33,3.30,0.29,-.297,21.119
230,1337772544,B. Day,Brady Day,Day,2B,Kansas State University,KSU,730270464,Kansas State,BBC,L,R,7.318,.076,.421,.344,.247,.412,.492,.351,185,3.34,4.78,3.10,.626,15.952
231,1142884352,T. Paige,Trey Paige,Paige,LF,Delaware State University,DSU,730217984,Delaware State,BBC,L,L,7.315,.120,.488,.368,.269,.374,.472,.385,135,3.56,3.36,1.80,.771,20.078
232,1310415616,A. Bouche,Alex Bouche,Bouche,SS,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,7.313,.022,.408,.387,.275,.400,.416,.294,201,3.40,4.85,7.28,-.450,13.209
233,1284217600,C. Bartolero,Caleb Bartolero,Bartolero,C,Troy University,TROY,730378496,Troy,BBC,R,R,7.309,.040,.407,.367,.294,.371,.384,.309,246,3.43,5.71,4.86,-.637,15.119
234,1317943040,T. Farquhar,Trent Farquhar,Farquhar,2B,Michigan State University,MSU,1551,Michigan State,BBC,L,R,7.273,.093,.413,.320,.245,.390,.467,.343,213,3.53,5.65,3.70,.316,15.988
235,1310887424,E. Hainline,Elijah Hainline,Hainline,2B,Washington State University,WSU,4505,Washington State,BBC,R,R,7.270,-.003,.445,.447,.322,.418,.432,.339,174,3.44,4.20,3.16,-.409,18.053
236,1303019264,G. Groover,Gino Groover,Groover,3B,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,7.267,.051,.419,.368,.294,.400,.432,.333,225,3.39,5.44,2.05,-.370,17.554
237,1283413504,A. Donofrio,Anthony Donofrio,Donofrio,CF,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,L,R,7.229,.090,.426,.335,.316,.382,.408,.347,193,3.41,4.58,0.70,3.421,15.953
238,1234744832,G. Anglin,Gehrig Anglin,Anglin,P,Wright State University,WRST,5390,Wright State,BBC,R,R,7.227,.150,.444,.294,.204,.358,.442,.311,161,3.43,4.14,2.24,.671,17.714
239,1103742464,J. Rohrbacher,Jozsef Rohrbacher,Rohrbacher,LF,Mercer University,MER,730240512,Mercer,BBC,L,R,7.217,.097,.436,.339,.234,.367,.419,.298,198,3.44,4.95,0.38,.254,19.275
240,1112432384,D. Covino,Dan Covino,Covino,SS,University of Delaware,DEL,730203136,Delaware,BBC,L,R,7.214,.117,.411,.295,.192,.377,.446,.284,204,3.57,5.68,3.36,1.249,15.478
241,1294964480,E. Anderson,Ethan Anderson,Anderson,1B,University of Virginia,UVA,5415,Virginia,BBC,S,R,7.194,.086,.469,.384,.302,.405,.462,.370,257,3.55,6.34,-12.35,-1.556,33.072
242,1087794176,E. Fox,Evan Fox,Fox,LF,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,7.183,.046,.413,.367,.308,.410,.426,.326,190,3.55,4.65,2.88,4.957,13.032
243,1217490688,S. Brown,Sam Brown,Brown,DH,Washington State University,WSU,4505,Washington State,BBC,L,L,7.180,.114,.482,.368,.253,.379,.480,.382,178,3.37,4.49,-7.46,-.002,27.168
244,1238936576,S. Trevino,Skyler Trevino,Trevino,2B,Little Rock,UALR,730217472,Little Rock,BBC,L,R,7.166,.076,.428,.352,.225,.361,.419,.297,192,3.45,4.78,3.24,-.235,16.964
245,1219940096,J. Dyer,John Dyer,Dyer,1B,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,7.152,.166,.514,.348,.264,.357,.433,.352,176,3.49,4.16,-8.93,-.310,30.043
246,1184529408,N. Groves,Nick Groves,Groves,CF,Niagara University,NIAG,730156544,Niagara,BBC,L,L,7.151,.116,.436,.320,.199,.423,.529,.349,146,3.42,4.25,2.14,1.346,16.708
247,1300374528,T. Smith,Taylor Smith,Smith,1B,UTSA,UTSA,730373120,UTSA,BBC,R,R,7.130,.033,.451,.418,.257,.402,.440,.304,194,3.40,4.81,-2.31,-.458,22.226
248,1164552704,J. Sprague-Lott,Jared Sprague-Lott,Sprague-Lott,3B,University of Richmond,RICH,730171904,Richmond,BBC,R,R,7.128,.071,.429,.358,.266,.402,.438,.312,189,3.55,5.06,2.90,-.352,17.684
249,1306477824,M. Mcnamara,Michael Mcnamara,Mcnamara,3B,Kent State University,KENT,730315008,Kent State,BBC,R,R,7.118,.149,.410,.261,.189,.326,.406,.288,191,3.41,4.69,7.28,-.662,12.995
250,1139726848,J. Humphrey,Jacob Humphrey,Humphrey,CF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,7.117,.137,.413,.276,.193,.317,.421,.317,208,3.50,5.09,0.33,4.860,14.630
251,1174785536,A. Parker,Aaron Parker,Parker,C,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,7.098,.097,.420,.324,.234,.338,.409,.316,171,3.33,3.91,6.93,-.232,13.026
252,1230481152,T. Tweedt,Tanner Tweedt,Tweedt,C,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,7.081,.019,.392,.372,.266,.392,.408,.286,203,3.39,4.88,9.63,-.173,9.702
